latitude,longitude,ts
26.2803415,73.0290801,2021-08-29 16:20:01.082
26.2803338,73.0291022,2021-08-29 16:25:42.509
26.2803396,73.0290818,2021-08-29 16:26:14.589
26.2803355,73.0290993,2021-08-29 16:31:24.350
26.28034,73.0290794,2021-08-29 16:32:01.071
26.2803417,73.0290777,2021-08-29 16:41:29.560
26.2803393,73.0290808,2021-08-29 16:42:01.081
26.2803378,73.0290831,2021-08-29 16:47:56.818
26.2803381,73.0290823,2021-08-29 16:48:16.775
26.2803416,73.0290741,2021-08-29 17:04:42.840
26.2803419,73.0290757,2021-08-29 17:05:13.701
26.2802978,73.0291713,2021-08-31 07:24:03.191
26.2803413,73.029081,2021-08-31 07:24:34.928
26.2809527,73.0288933,2021-08-31 09:16:10.719
26.2803461,73.0290807,2021-08-31 09:16:28.962
26.2809527,73.0288933,2021-09-03 05:21:34.495
26.2803302,73.0290766,2021-09-03 05:21:49.536
26.2803295,73.0290751,2021-09-03 05:22:15.630
26.2803295,73.0290748,2021-09-03 05:24:25.629
26.280329,73.0290761,2021-09-03 05:26:25.682
26.2803278,73.0290811,2021-09-03 05:28:25.731
26.2803282,73.0290799,2021-09-03 05:30:25.781
26.2803266,73.0290807,2021-09-03 05:34:28.770
26.2803291,73.0290737,2021-09-03 05:46:11.417
26.2803689,73.0289883,2021-09-03 05:48:12.249
26.2803739,73.0289924,2021-09-03 05:50:14.380
26.2803738,73.0289892,2021-09-03 05:52:19.951
26.2803431,73.029044,2021-09-03 06:02:25.906
26.2803481,73.0290499,2021-09-03 06:13:19.831
26.2803354,73.0290692,2021-09-03 06:13:46.622
26.2803457,73.029053,2021-09-03 06:21:33.493
26.2803463,73.029045,2021-09-03 06:23:33.493
26.2803564,73.0290298,2021-09-03 06:25:34.575
26.2803564,73.0290298,2021-09-03 06:26:46.772
26.2803799,73.0289885,2021-09-03 06:27:16.034
26.2803972,73.0289672,2021-09-03 06:29:16.999
26.2804085,73.0289716,2021-09-03 06:31:17.604
26.2803984,73.0289626,2021-09-03 06:36:55.903
26.2803678,73.0289754,2021-09-03 06:37:19.022
26.2803663,73.0289808,2021-09-03 06:39:19.030
26.2803684,73.0290075,2021-09-03 06:48:42.430
26.2803718,73.0289824,2021-09-03 06:49:28.745
26.2803794,73.0289756,2021-09-03 06:58:37.316
26.2803638,73.0290039,2021-09-03 06:59:01.065
26.2803638,73.0290039,2021-09-03 07:37:39.355
26.2804004,73.0289419,2021-09-03 07:47:14.351
26.2804004,73.0289419,2021-09-03 07:47:38.933
26.2804157,73.0289139,2021-09-03 07:58:55.392
26.2804301,73.0289299,2021-09-03 08:00:55.471
26.2804312,73.0289266,2021-09-03 08:03:03.185
26.2804285,73.0289255,2021-09-03 08:11:06.642
26.2804239,73.0289158,2021-09-03 08:13:06.703
26.2803969,73.0289659,2021-09-03 08:16:04.343
26.2803736,73.0289635,2021-09-03 08:18:05.398
26.2803147,73.0291186,2021-09-03 08:26:14.327
26.280308,73.0291327,2021-09-03 08:28:42.374
26.280308,73.0291327,2021-09-03 08:48:19.434
26.2803067,73.0291523,2021-09-03 08:50:19.502
26.2803041,73.0291729,2021-09-03 08:52:20.589
26.2803523,73.0290526,2021-09-03 08:54:28.902
26.2803981,73.0289576,2021-09-03 08:56:31.383
26.2804049,73.0289583,2021-09-03 08:58:32.334
26.2804235,73.0289542,2021-09-03 09:00:33.353
26.2803928,73.0289377,2021-09-03 09:02:38.949
26.2803946,73.0289357,2021-09-03 09:04:48.656
26.280398,73.0289269,2021-09-03 09:06:49.390
26.2803929,73.0289357,2021-09-03 09:08:51.341
26.2804438,73.0289602,2021-09-03 09:11:02.320
26.2804438,73.0289602,2021-09-03 09:13:02.534
26.2804438,73.0289602,2021-09-03 09:17:03.304
26.2803913,73.0289893,2021-09-03 09:18:12.294
26.2803931,73.0289829,2021-09-03 09:21:37.822
26.2803756,73.028998,2021-09-03 09:23:18.181
26.2804038,73.0289067,2021-09-03 09:23:38.239
26.2804151,73.0289127,2021-09-03 09:25:39.277
26.2804384,73.0289237,2021-09-03 09:27:39.699
26.2804174,73.028976,2021-09-03 09:29:42.377
26.2804081,73.0289872,2021-09-03 09:33:45.382
26.2804081,73.0289872,2021-09-03 09:36:56.220
26.280404,73.0289228,2021-09-03 09:39:01.080
26.2803931,73.0289449,2021-09-03 09:39:41.939
26.2803779,73.0289463,2021-09-03 09:40:01.993
26.2803779,73.0289463,2021-09-03 09:42:02.948
26.2803667,73.0289603,2021-09-03 09:44:03.034
26.2803702,73.0289684,2021-09-03 09:46:04.423
26.2803685,73.0289722,2021-09-03 09:48:05.353
26.2803765,73.0289609,2021-09-03 09:50:06.378
26.2803872,73.0289586,2021-09-03 09:52:07.809
26.2804208,73.0289499,2021-09-03 09:58:16.360
26.2804136,73.0289475,2021-09-03 10:00:17.279
26.2804136,73.0289475,2021-09-03 10:04:47.427
26.2803978,73.0289788,2021-09-03 10:07:02.382
26.2803135,73.0291516,2021-09-03 10:09:05.311
26.280711,73.0289054,2021-09-05 16:53:07.659
26.2803276,73.0290744,2021-09-05 16:54:34.893
26.280327,73.0290763,2021-09-05 16:56:35.986
26.2803258,73.0290807,2021-09-05 16:58:47.198
26.280326,73.0290797,2021-09-05 16:59:17.214
26.2810688,73.0289054,2021-09-06 07:19:28.027
26.2803603,73.0290408,2021-09-06 07:20:01.036
26.2803776,73.0290048,2021-09-06 07:22:01.021
26.2803751,73.0290091,2021-09-06 07:23:15.781
26.2803764,73.0289902,2021-09-06 07:23:43.091
26.2803875,73.0289766,2021-09-06 07:25:46.231
26.2809792,73.0311192,2021-09-06 07:31:41.988
26.2803708,73.0289789,2021-09-06 07:33:52.758
26.2803518,73.0290395,2021-09-06 08:10:20.699
26.2804005,73.029,2021-09-06 08:27:42.616
26.2803853,73.0290461,2021-09-06 08:29:43.306
26.2803853,73.0290461,2021-09-06 08:31:45.388
26.2803828,73.0290555,2021-09-06 08:33:50.400
26.2810688,73.0289054,2021-09-06 10:31:01.158
26.2804399,73.028923,2021-09-06 10:31:19.523
26.2804388,73.028923,2021-09-06 10:31:42.417
26.2810688,73.0289054,2021-09-06 10:33:28.510
26.2810688,73.0289054,2021-09-06 10:33:48.531
26.2810688,73.0289054,2021-09-06 10:35:49.305
26.280189,73.0286373,2021-09-06 11:04:48.769
26.280293,73.0291724,2021-09-06 12:10:50.949
26.2803509,73.0290853,2021-09-06 12:11:35.068
26.2803476,73.0291016,2021-09-06 12:13:35.078
26.2802968,73.0291742,2021-09-06 12:15:35.028
26.2802968,73.0291742,2021-09-06 12:17:35.690
26.2802968,73.0291742,2021-09-06 12:19:35.846
26.2802968,73.0291742,2021-09-06 12:21:36.866
26.28033,73.0290986,2021-09-06 12:23:38.875
26.28033,73.0290986,2021-09-06 12:25:39.399
26.28033,73.0290986,2021-09-06 12:29:44.402
26.28033,73.0290986,2021-09-06 12:32:19.517
26.28033,73.0290986,2021-09-06 12:34:41.426
26.28033,73.0290986,2021-09-06 12:37:39.466
26.28033,73.0290986,2021-09-06 13:13:40.428
26.28033,73.0290986,2021-09-06 13:23:44.141
26.28033,73.0290986,2021-09-06 13:58:56.240
26.2802972,73.0291698,2021-09-06 13:59:15.360
26.2802972,73.0291698,2021-09-06 14:00:22.852
26.2802972,73.0291698,2021-09-06 14:01:15.461
26.2803271,73.0290776,2021-09-06 14:03:17.218
26.2803309,73.0290727,2021-09-06 14:03:44.395
26.2802979,73.0291689,2021-09-06 14:10:06.799
26.2803313,73.0290721,2021-09-06 14:10:22.800
26.2803318,73.0290719,2021-09-06 14:12:22.850
26.280302,73.0291672,2021-09-06 14:14:26.741
26.2807557,73.0292743,2021-09-07 03:16:47.995
26.2803921,73.0289152,2021-09-07 03:21:31.982
26.2803892,73.028911,2021-09-07 03:27:40.399
26.2803593,73.0288957,2021-09-07 03:29:41.721
26.2803018,73.0288842,2021-09-07 03:31:43.815
26.2804355,73.0289779,2021-09-07 03:33:43.843
26.2804355,73.0289779,2021-09-07 03:35:46.834
26.2803438,73.0291125,2021-09-07 03:38:02.735
26.280345,73.0291087,2021-09-07 03:40:03.756
26.2803256,73.0291178,2021-09-07 03:42:04.780
26.2803256,73.0291178,2021-09-07 03:44:06.715
26.2803776,73.0290054,2021-09-07 03:46:07.780
26.2803882,73.0290104,2021-09-07 03:48:08.746
26.2803882,73.0290104,2021-09-07 03:50:15.592
26.2803882,73.0290104,2021-09-07 03:51:52.326
26.2802808,73.0291666,2021-09-07 03:54:13.689
26.2802992,73.0291723,2021-09-07 03:56:14.766
26.2802992,73.0291723,2021-09-07 03:58:15.700
26.2802992,73.0291723,2021-09-07 04:00:16.968
26.2802992,73.0291723,2021-09-07 04:02:17.732
26.2802897,73.0291678,2021-09-07 04:04:30.856
26.2802897,73.0291678,2021-09-07 04:06:31.724
26.2802897,73.0291678,2021-09-07 04:08:33.804
26.2802897,73.0291678,2021-09-07 04:10:34.708
26.2802897,73.0291678,2021-09-07 04:12:39.839
26.2802897,73.0291678,2021-09-07 04:12:55.751
26.2802897,73.0291678,2021-09-07 04:17:06.678
26.2802975,73.0291703,2021-09-07 04:19:29.190
26.2802975,73.0291703,2021-09-07 04:21:32.689
26.2802952,73.0291725,2021-09-07 04:23:32.739
26.2803028,73.0291656,2021-09-07 04:25:33.769
26.2803066,73.0291576,2021-09-07 04:27:39.569
26.2803265,73.0291067,2021-09-07 04:29:40.640
26.280308,73.0291327,2021-09-07 04:31:40.648
26.280297,73.0291766,2021-09-07 04:52:35.549
26.280297,73.0291766,2021-09-07 05:08:08.620
26.280293,73.0291724,2021-09-07 05:44:09.541
26.280293,73.0291724,2021-09-07 06:21:02.843
26.2803386,73.0290923,2021-09-07 06:36:51.668
26.2772202,73.0299741,2021-09-07 06:39:02.819
26.2750203,73.0278501,2021-09-07 06:41:04.018
26.2750203,73.0278501,2021-09-07 06:43:14.803
26.280259,73.0190362,2021-09-07 06:45:15.924
26.2803159,73.0190443,2021-09-07 06:47:16.864
26.2803195,73.0190397,2021-09-07 06:49:29.218
26.2802534,73.019113,2021-09-07 06:51:29.883
26.2808754,73.028753,2021-09-07 10:01:14.175
26.2810688,73.0289054,2021-09-07 10:03:37.741
26.2810688,73.0289054,2021-09-07 10:05:37.820
26.2810688,73.0289054,2021-09-07 10:07:37.897
26.2810688,73.0289054,2021-09-07 10:30:21.797
28.6596743,77.2317137,2021-09-08 01:28:42.083
28.6587245,77.231424,2021-09-08 01:28:48.300
28.6584638,77.2315843,2021-09-08 01:29:51.000
28.6584493,77.2315855,2021-09-08 01:29:52.000
28.6583097,77.2316348,2021-09-08 01:30:02.000
28.6288634,77.2115278,2021-09-09 06:36:12.370
28.628882,77.2115586,2021-09-09 06:37:14.831
28.6288884,77.2115435,2021-09-09 06:37:44.380
28.6289008,77.2115459,2021-09-09 06:38:20.255
28.6289589,77.2115992,2021-09-09 06:40:23.155
28.6290767,77.2115838,2021-09-09 06:42:23.208
28.629048,77.2115702,2021-09-09 06:44:24.180
28.629075,77.2116009,2021-09-09 06:46:25.110
28.6291991,77.2117602,2021-09-09 06:48:35.814
28.6290996,77.2115703,2021-09-09 06:50:37.062
28.6291008,77.2115768,2021-09-09 06:52:41.988
28.6291008,77.2115768,2021-09-09 06:54:43.108
28.6421844,77.2236683,2021-09-09 06:56:44.337
28.6422122,77.2236716,2021-09-09 06:58:47.936
28.6423858,77.2236426,2021-09-09 07:00:48.549
28.6423262,77.2240684,2021-09-09 07:03:02.107
28.6423208,77.2240896,2021-09-09 07:05:02.216
28.6430012,77.2233456,2021-09-09 07:07:16.094
28.6438283,77.2229746,2021-09-09 07:09:16.106
28.6441251,77.2230816,2021-09-09 07:11:17.130
28.6438414,77.222885,2021-09-09 07:13:17.182
28.6438648,77.2228815,2021-09-09 07:15:18.168
28.6441557,77.2230865,2021-09-09 07:17:21.155
28.644157,77.2230875,2021-09-09 07:19:30.645
28.6437044,77.2227996,2021-09-09 07:21:41.115
28.6436921,77.2227779,2021-09-09 07:23:42.087
28.6436552,77.2227439,2021-09-09 07:25:43.173
28.6436678,77.2227462,2021-09-09 07:27:43.263
28.643647,77.2227316,2021-09-09 07:29:45.061
28.643643,77.2227353,2021-09-09 07:31:45.082
28.6436464,77.2227179,2021-09-09 07:33:47.112
28.643644,77.2227224,2021-09-09 07:36:01.758
28.6436501,77.2227174,2021-09-09 07:38:13.022
28.6436408,77.2227132,2021-09-09 07:40:14.083
28.6436416,77.2227406,2021-09-09 07:42:15.130
28.6438225,77.2228448,2021-09-09 07:44:23.128
28.6318857,77.2198063,2021-09-09 07:46:37.117
28.632133,77.2197847,2021-09-09 07:48:39.120
28.6321999,77.2182439,2021-09-09 07:50:50.209
28.6322957,77.2182315,2021-09-09 07:53:03.419
28.6322118,77.218164,2021-09-09 07:55:04.462
28.633735,77.2183031,2021-09-09 07:57:04.547
28.6338637,77.2181625,2021-09-09 07:59:05.544
28.633896,77.2181506,2021-09-09 08:01:05.669
28.6341817,77.2177652,2021-09-09 08:03:06.747
28.6349087,77.2192522,2021-09-09 08:05:06.829
28.634893,77.2193899,2021-09-09 08:07:07.901
28.6342729,77.2214169,2021-09-09 08:09:18.287
28.6340728,77.221437,2021-09-09 08:11:19.122
28.6341192,77.2215922,2021-09-09 08:13:19.193
28.6340575,77.2216014,2021-09-09 08:15:20.283
28.6338557,77.2214746,2021-09-09 08:17:20.265
28.6338599,77.2215007,2021-09-09 08:18:53.448
28.6338579,77.221484,2021-09-09 08:19:14.592
28.6338491,77.2215206,2021-09-09 08:21:14.581
28.6338408,77.2215225,2021-09-09 08:23:16.060
28.6338424,77.2215098,2021-09-09 08:25:16.111
28.6338408,77.2214742,2021-09-09 08:27:20.676
28.6338405,77.2214623,2021-09-09 08:29:23.181
28.6338271,77.2214609,2021-09-09 08:31:24.278
28.6338355,77.2214554,2021-09-09 08:33:25.808
28.6338339,77.2214598,2021-09-09 08:35:33.159
28.6338399,77.2214789,2021-09-09 08:37:42.099
28.6338416,77.2214794,2021-09-09 08:39:44.141
28.6338402,77.2214738,2021-09-09 08:41:44.093
28.633845,77.221477,2021-09-09 08:43:56.154
28.633845,77.221477,2021-09-09 08:45:56.305
28.6338044,77.2214726,2021-09-09 08:49:46.177
28.633841,77.2214336,2021-09-09 08:52:01.102
28.6338459,77.221416,2021-09-09 08:54:01.186
28.6348127,77.220257,2021-09-09 08:56:08.493
28.5709018,77.2367432,2021-09-10 09:45:24.334
28.5709567,77.236727,2021-09-10 09:45:37.259
28.5712238,77.2369631,2021-09-10 09:46:35.171
28.5713411,77.2370184,2021-09-10 09:46:45.214
28.5711252,77.2368317,2021-09-10 09:47:45.140
28.5704651,77.2363622,2021-09-10 09:48:45.212
28.5703976,77.2363933,2021-09-10 09:49:05.215
28.5703762,77.236733,2021-09-10 09:49:13.988
28.5704974,77.2359687,2021-09-10 09:49:45.240
28.5704891,77.2359856,2021-09-10 09:50:11.850
28.570407,77.2368355,2021-09-10 09:50:58.621
28.570087,77.2372487,2021-09-10 09:53:27.000
28.5700975,77.237247,2021-09-10 09:53:32.000
28.5700993,77.2372465,2021-09-10 09:53:48.000
28.5700984,77.2372472,2021-09-10 09:54:03.000
28.5700984,77.2372472,2021-09-10 09:54:16.793
28.5700984,77.2372472,2021-09-10 09:54:22.950
28.5700984,77.2372472,2021-09-10 09:54:29.181
28.5691091,77.2367432,2021-09-10 10:02:16.135
26.2808754,73.028753,2021-09-11 11:07:55.508
26.2804183,73.0289095,2021-09-11 11:10:55.757
26.2763729,73.0314882,2021-09-18 12:30:42.022
26.2758467,73.032079,2021-09-18 12:30:59.000
26.2755753,73.0322278,2021-09-18 12:31:15.000
26.275231,73.0318932,2021-09-18 12:31:31.000
26.2744322,73.0311829,2021-09-18 12:31:47.000
26.2738318,73.0307429,2021-09-18 12:32:02.000
26.274327,73.0296967,2021-09-18 12:32:17.000
26.2747647,73.028555,2021-09-18 12:32:33.000
26.2752862,73.0273643,2021-09-18 12:32:49.000
26.2752578,73.0261449,2021-09-18 12:33:05.000
26.275133,73.0247725,2021-09-18 12:33:21.000
26.2748113,73.0235258,2021-09-18 12:33:36.000
26.2743682,73.0224537,2021-09-18 12:33:52.000
26.2739529,73.0216866,2021-09-18 12:34:08.000
26.2739163,73.0208318,2021-09-18 12:34:35.033
26.2749865,73.0184987,2021-09-18 12:34:52.000
26.2752178,73.0173488,2021-09-18 12:35:08.000
26.2760135,73.0174037,2021-09-18 12:35:24.000
26.2771091,73.0177987,2021-09-18 12:35:39.000
26.2773893,73.0168844,2021-09-18 12:35:55.000
26.2778907,73.0159447,2021-09-18 12:36:11.000
26.2780212,73.0149819,2021-09-18 12:36:27.000
26.2779274,73.0146605,2021-09-18 12:36:43.000
26.2776394,73.0135189,2021-09-18 12:36:59.000
26.2773977,73.0126682,2021-09-18 12:37:14.000
26.2771699,73.0117048,2021-09-18 12:37:30.000
26.2768207,73.0107144,2021-09-18 12:37:45.000
26.2765109,73.0097731,2021-09-18 12:38:01.000
26.276144,73.0087441,2021-09-18 12:38:17.000
26.2757898,73.0081252,2021-09-18 12:38:33.000
26.2752754,73.0077122,2021-09-18 12:38:48.000
26.2752087,73.007615,2021-09-18 12:39:04.000
26.2753031,73.0073638,2021-09-18 12:39:20.000
26.2752383,73.0072178,2021-09-18 12:41:34.222
26.275242,73.0072126,2021-09-18 12:43:39.240
26.2752427,73.0072116,2021-09-18 12:45:40.259
26.2752441,73.0072101,2021-09-18 12:47:41.389
26.2752489,73.0072165,2021-09-18 12:49:43.184
26.2752385,73.0072163,2021-09-18 12:51:44.182
26.2752736,73.0072375,2021-09-18 12:53:52.309
26.2752408,73.0072169,2021-09-18 12:55:53.369
26.2752344,73.0072066,2021-09-18 12:57:55.174
26.2752327,73.0072299,2021-09-18 12:59:40.099
26.2752342,73.0072151,2021-09-18 13:00:01.119
26.2752359,73.0072149,2021-09-18 13:02:03.206
26.2752341,73.007216,2021-09-18 13:04:04.249
26.2752351,73.0072112,2021-09-18 13:05:16.844
26.2752509,73.0072387,2021-09-18 13:05:37.928
26.2752592,73.0071974,2021-09-18 13:07:38.968
26.2752589,73.0071926,2021-09-18 13:09:40.004
26.2863452,73.0370226,2021-09-21 04:20:23.667
26.2857115,73.0370545,2021-09-21 04:21:53.419
26.2857432,73.0370527,2021-09-21 04:23:54.505
26.2857313,73.0370525,2021-09-21 04:26:01.495
26.2857313,73.0370525,2021-09-21 04:28:01.473
26.2857327,73.0370665,2021-09-21 04:30:12.072
26.2858025,73.0370561,2021-09-21 04:32:13.478
26.2857467,73.0370604,2021-09-21 04:34:14.567
26.2857029,73.0370384,2021-09-21 04:36:14.526
26.285672,73.0368978,2021-09-21 04:38:16.582
26.2856818,73.0368978,2021-09-21 04:40:17.479
26.2856493,73.0368867,2021-09-21 04:42:29.543
26.2856174,73.0368697,2021-09-21 04:44:30.562
26.2855837,73.0365927,2021-09-21 04:46:32.521
26.2855837,73.0365927,2021-09-21 04:48:32.531
26.2855739,73.0365788,2021-09-21 04:50:33.582
26.2855684,73.0365558,2021-09-21 04:52:35.507
26.2838226,73.0342402,2021-09-21 04:54:36.499
26.2810656,73.0291723,2021-09-21 04:56:49.520
26.2802957,73.029165,2021-09-21 04:58:51.469
26.2802957,73.029165,2021-09-21 05:00:58.348
26.2802957,73.029165,2021-09-21 05:03:14.489
26.2802957,73.029165,2021-09-21 05:09:59.632
26.2802965,73.0291703,2021-09-21 05:12:03.845
26.2802937,73.0291727,2021-09-21 05:15:29.165
26.2802937,73.0291727,2021-09-21 05:17:30.165
26.2802937,73.0291727,2021-09-21 05:19:30.725
26.2802977,73.029173,2021-09-21 05:20:47.486
26.2802942,73.0291721,2021-09-21 05:21:08.530
26.2802999,73.0291723,2021-09-21 05:23:08.550
26.2802937,73.0291727,2021-09-21 05:25:09.540
26.2802996,73.0291702,2021-09-21 05:27:11.033
26.2802996,73.0291702,2021-09-21 05:29:12.113
26.2802996,73.0291702,2021-09-21 05:31:12.061
26.2802999,73.0291723,2021-09-21 05:33:13.141
26.2802919,73.0291654,2021-09-21 05:35:31.377
26.2808312,73.0288332,2021-09-21 05:44:00.065
26.2802995,73.0291731,2021-09-21 05:46:02.111
26.2802996,73.0291702,2021-09-21 05:48:15.116
26.2802985,73.0291667,2021-09-21 05:50:16.125
26.2802985,73.0291667,2021-09-21 05:52:16.095
26.2802985,73.0291667,2021-09-21 05:54:17.142
26.2802985,73.0291667,2021-09-21 05:56:17.167
26.2802991,73.0291686,2021-09-21 05:58:18.236
26.2802991,73.0291686,2021-09-21 06:00:18.265
26.2802942,73.0291721,2021-09-21 06:02:19.317
26.2802942,73.0291721,2021-09-21 06:04:19.354
26.2802942,73.0291721,2021-09-21 06:06:20.329
26.2802991,73.0291686,2021-09-21 06:08:25.020
26.2802991,73.0291686,2021-09-21 06:10:26.063
26.2802942,73.0291721,2021-09-21 06:12:31.278
26.2802942,73.0291721,2021-09-21 06:14:31.295
26.2802965,73.0291703,2021-09-21 06:22:10.968
26.2803325,73.0290629,2021-09-21 06:59:02.020
26.2803329,73.029066,2021-09-21 07:11:35.489
26.2803329,73.029066,2021-09-21 07:22:04.894
26.2803165,73.0291035,2021-09-21 07:23:15.107
26.2803318,73.0290603,2021-09-21 07:37:33.490
26.2803316,73.0290614,2021-09-21 07:38:04.010
26.2803349,73.0290623,2021-09-21 07:41:54.953
26.2803319,73.0290606,2021-09-21 07:44:02.105
26.2803301,73.0290624,2021-09-21 07:46:02.168
26.2803308,73.0290619,2021-09-21 07:48:15.036
26.2803278,73.0290624,2021-09-21 07:52:16.855
26.2803227,73.0290754,2021-09-21 07:54:18.023
26.2803269,73.0290659,2021-09-21 08:25:47.726
26.2802989,73.0291574,2021-09-21 09:01:47.258
26.2802965,73.0291471,2021-09-21 09:37:47.412
26.2802977,73.029173,2021-09-21 10:14:02.691
26.2802986,73.0291765,2021-09-21 10:27:48.785
26.2802981,73.0291746,2021-09-21 10:30:01.013
26.2802977,73.029173,2021-09-21 10:32:02.127
26.2803607,73.0290401,2021-09-21 10:34:02.145
26.2804081,73.0289016,2021-09-21 10:43:13.701
26.2804103,73.0289058,2021-09-21 10:45:16.673
26.2804153,73.0289043,2021-09-21 11:22:09.706
26.2804037,73.0289205,2021-09-21 11:28:00.015
26.2804034,73.0289548,2021-09-21 11:28:22.286
26.2804034,73.0289548,2021-09-21 11:28:51.700
26.2803804,73.0289944,2021-09-21 11:31:01.708
26.2803966,73.0289852,2021-09-21 11:33:10.756
26.2803889,73.0290063,2021-09-21 11:35:11.689
26.2804399,73.0289912,2021-09-21 11:37:13.722
26.2804469,73.0289836,2021-09-21 11:39:14.709
26.2804465,73.0289689,2021-09-21 11:44:01.066
26.2804819,73.0289788,2021-09-21 11:49:56.183
26.2804276,73.0290203,2021-09-21 11:52:00.996
26.2804263,73.0290167,2021-09-21 11:54:02.777
26.2804238,73.0290256,2021-09-21 11:56:04.448
26.2802945,73.0291506,2021-09-21 12:02:22.739
26.2802945,73.0291506,2021-09-21 12:05:38.656
26.2802945,73.0291506,2021-09-21 12:37:25.003
26.2802981,73.0291746,2021-09-21 12:47:09.072
26.2803353,73.0290952,2021-09-21 13:02:52.778
26.2804317,73.0289319,2021-09-21 13:05:01.053
26.280333,73.0290619,2021-09-21 18:02:20.297
26.2803323,73.029055,2021-09-21 18:03:23.967
26.2803287,73.0290533,2021-09-21 18:05:24.010
26.2803394,73.0290488,2021-09-21 18:08:29.958
26.2803401,73.0290459,2021-09-21 18:47:01.859
26.2803371,73.0290583,2021-09-21 20:07:48.003
26.2804556,73.0289499,2021-09-21 21:56:17.900
26.2804499,73.0289472,2021-09-22 01:53:39.575
26.280412,73.0289741,2021-09-22 02:31:31.085
26.280412,73.0289741,2021-09-22 02:51:31.709
26.2804093,73.028974,2021-09-22 02:51:48.352
26.2804008,73.0289862,2021-09-22 02:54:01.060
26.2802877,73.0291655,2021-09-22 02:56:04.349
26.2803757,73.0290221,2021-09-22 02:58:04.426
26.2804063,73.0289734,2021-09-22 03:00:07.101
26.2804276,73.0289555,2021-09-22 03:02:11.997
26.2804103,73.0289634,2021-09-22 03:08:16.084
26.2804103,73.0289634,2021-09-22 03:11:02.375
26.2803832,73.0290246,2021-09-22 03:13:02.423
26.2803849,73.0290384,2021-09-22 03:15:04.036
26.28034,73.0290877,2021-09-22 03:17:12.025
26.28034,73.0290877,2021-09-22 03:19:14.026
26.28034,73.0290877,2021-09-22 03:21:15.274
26.2803523,73.0290589,2021-09-22 03:23:18.002
26.2805583,73.02911,2021-09-22 03:25:19.030
26.2805583,73.02911,2021-09-22 03:27:21.061
26.2805583,73.02911,2021-09-22 03:29:21.083
26.2811797,73.0055831,2021-09-22 03:31:32.061
26.2811797,73.0055831,2021-09-22 03:33:33.126
26.2621538,72.9889839,2021-09-22 03:35:34.195
26.2622626,72.988863,2021-09-22 03:37:35.172
26.2622626,72.988863,2021-09-22 03:39:36.175
26.2622626,72.988863,2021-09-22 03:41:37.245
26.2586325,72.986219,2021-09-22 03:43:38.305
26.2586325,72.986219,2021-09-22 03:45:37.336
26.2586325,72.986219,2021-09-22 03:47:40.059
26.2586325,72.986219,2021-09-22 03:49:40.069
26.2586325,72.986219,2021-09-22 03:51:42.114
26.2364477,72.968824,2021-09-22 03:53:43.248
26.2364477,72.968824,2021-09-22 03:55:44.014
26.2363986,72.9688952,2021-09-22 03:57:45.032
26.2363986,72.9688952,2021-09-22 03:59:46.965
26.2364931,72.9686946,2021-09-22 04:01:48.027
26.2364931,72.9686946,2021-09-22 04:04:01.735
26.2444966,72.9734389,2021-09-22 04:06:03.043
26.2447,72.971483,2021-09-22 04:08:04.094
26.2446954,72.9714817,2021-09-22 04:10:05.012
26.2446954,72.9714817,2021-09-22 04:12:07.032
26.2447091,72.9714414,2021-09-22 04:14:09.045
26.2447068,72.9714501,2021-09-22 04:16:10.044
26.2447068,72.9714501,2021-09-22 04:18:10.069
26.2447068,72.9714501,2021-09-22 04:20:12.045
26.24609,72.967648,2021-09-22 04:22:24.093
26.2441657,72.9635882,2021-09-22 04:24:26.134
26.2446591,72.967648,2021-09-22 04:26:27.073
26.2445574,72.967381,2021-09-22 04:28:30.025
26.2445574,72.967381,2021-09-22 04:30:30.659
26.2445574,72.967381,2021-09-22 04:32:31.647
26.2465363,72.9654336,2021-09-22 04:34:32.084
26.24609,72.967648,2021-09-22 04:36:34.092
26.24609,72.967648,2021-09-22 04:38:35.079
26.24609,72.967648,2021-09-22 04:40:50.211
26.2479683,72.9683862,2021-09-22 04:43:01.063
26.24609,72.967648,2021-09-22 04:45:03.099
26.24609,72.967648,2021-09-22 04:47:08.087
26.24609,72.967648,2021-09-22 04:49:10.137
26.24609,72.967648,2021-09-22 04:51:10.858
26.2501135,72.9654336,2021-09-22 04:53:13.088
26.256419,72.967279,2021-09-22 04:55:15.150
26.2636213,72.9765055,2021-09-22 04:57:27.927
26.2647722,72.9737459,2021-09-22 04:59:31.110
26.2647272,72.9737952,2021-09-22 05:01:32.109
26.2648008,72.9736962,2021-09-22 05:03:34.082
26.2647887,72.9737165,2021-09-22 05:05:36.067
26.2647892,72.9737036,2021-09-22 05:07:38.044
26.2648059,72.9736865,2021-09-22 05:09:39.992
26.2648108,72.9736745,2021-09-22 05:11:42.126
26.2647818,72.9737085,2021-09-22 05:13:44.149
26.2647956,72.9736935,2021-09-22 05:15:46.093
26.2647844,72.9737054,2021-09-22 05:18:02.057
26.2647865,72.9737042,2021-09-22 05:20:04.101
26.2647967,72.9736974,2021-09-22 05:22:05.439
26.2647896,72.9737043,2021-09-22 05:26:21.393
26.264815,72.9736668,2021-09-22 05:27:59.311
26.2647983,72.9736857,2021-09-22 05:28:19.396
26.2648111,72.9736707,2021-09-22 05:30:20.030
26.2647792,72.9737125,2021-09-22 05:32:30.323
